ID,Square_Feet,Num_Bedrooms,Num_Bathrooms,Num_Floors,Year_Built,Has_Garden,Has_Pool,Garage_Size,Location_Score,Distance_to_Center,Price
25,164.01749605425897,1.0,2.0,1.0,1920.0,0.0,1.0,21.0,8.471944390335818,15.07189261491506,394665.7509562052
26,246.2939903482534,3.0,3.0,1.0,1980.0,0.0,0.0,,3.1514703913255326,4.073342755453697,651471.4064928052
27,99.91844553958992,5.0,1.0,2.0,1921.0,,0.0,48.0,2.7623732497515308,6.551043303602649,563531.4769281208
28,178.5586096034029,2.0,,3.0,1947.0,1.0,0.0,11.0,9.816533238524478,10.933705101985776,528557.4860487292
29,198.1036422155106,1.0,1.0,2.0,,0.0,1.0,38.0,5.272651809152565,11.508187745722967,466357.44182484015
30,61.61260317999943,3.0,,3.0,1914.0,0.0,0.0,19.0,9.064209639144368,0.4428295094525891,428376.7208072508
31,,3.0,1.0,1.0,1934.0,0.0,0.0,11.0,1.638810237804822,,438805.8696075837
32,92.63103092182288,1.0,1.0,2.0,1991.0,1.0,0.0,20.0,6.428189148001743,13.9325454243478,408507.9527909276
33,66.26289824631988,5.0,3.0,2.0,1970.0,0.0,0.0,22.0,8.098601873605862,9.91407500463782,
34,287.2213843133333,1.0,1.0,3.0,1931.0,1.0,0.0,19.0,9.473952495864468,,506721.2732359969
35,291.40800826863983,2.0,2.0,1.0,1910.0,1.0,1.0,23.0,3.373401410170235,8.78191130501657,595676.9793114531
36,252.09933702911528,1.0,2.0,2.0,1909.0,1.0,1.0,27.0,7.249811699240524,19.608711405407437,504981.6035742699
37,126.15344229334268,3.0,3.0,1.0,1972.0,0.0,1.0,18.0,5.38813009039619,10.245695144869702,584118.0468036479
38,74.41802850159597,1.0,2.0,2.0,1977.0,1.0,1.0,48.0,0.6062892606646819,2.285715399959589,493819.2724839939
39,221.05825662803923,5.0,2.0,1.0,1976.0,1.0,1.0,37.0,6.899997373089434,15.296019449185543,749855.0593667751
40,160.03812343490034,4.0,2.0,3.0,,1.0,1.0,,6.900965582378435,13.57795450155681,690863.198892221
41,80.5095587111947,1.0,1.0,2.0,1924.0,1.0,1.0,29.0,9.30606804846537,15.459734426111735,352899.2742639572
42,173.79422752781755,5.0,1.0,,1901.0,1.0,0.0,15.0,4.973124461689724,19.028840574513623,524483.1842435496
43,58.5971302788046,5.0,2.0,,1963.0,0.0,1.0,36.0,2.302509207105147,15.529786053020365,531302.3551580417
44,277.3301005196955,3.0,3.0,1.0,1934.0,1.0,0.0,11.0,0.4456382344867915,12.226732044332936,610874.1821847891
45,114.69499540000425,5.0,1.0,2.0,1906.0,1.0,0.0,38.0,,17.146178047216818,499521.0463034139
46,215.6305710884955,5.0,3.0,3.0,1984.0,0.0,1.0,47.0,3.019167000775018,13.464928787090631,
47,127.92776902235272,5.0,2.0,1.0,1917.0,1.0,0.0,12.0,7.610883060238756,8.162381136518462,532329.5565179046
48,180.0170052944527,5.0,,,1966.0,0.0,0.0,25.0,3.542677648410466,17.712395284835466,649521.6510055922
49,186.67756983581992,2.0,1.0,1.0,1941.0,1.0,0.0,39.0,9.490711963148438,4.438009215687457,519049.39294636494
50,96.21361388138176,2.0,2.0,2.0,2017.0,0.0,0.0,49.0,9.623102029877842,14.292825498174484,542062.8525699303
51,292.3961569411397,3.0,1.0,2.0,1938.0,0.0,1.0,11.0,6.209085902177081,17.63126909881514,622563.3609764848
52,243.78320584027864,1.0,2.0,2.0,1940.0,1.0,1.0,26.0,9.28660287014883,14.626330394065924,570832.1704602139
53,284.87473539104724,5.0,2.0,2.0,2012.0,,,21.0,7.6085434451449565,13.945508381077138,909199.5603664876
54,273.70683760691225,1.0,1.0,3.0,1974.0,1.0,1.0,44.0,5.468596409751262,15.05276588143672,649312.3270315046
55,199.47499470277128,1.0,1.0,3.0,2002.0,0.0,1.0,10.0,1.8030793542277808,9.301104966012888,538708.1823280097
56,280.4685587557792,3.0,1.0,2.0,1923.0,0.0,1.0,24.0,4.5859794351384,17.48341364314052,584121.0395150405
57,72.12312551297987,5.0,2.0,,1959.0,0.0,1.0,35.0,5.608744633626176,4.068729502721824,639018.5755724012
58,98.9957156047863,5.0,2.0,1.0,1945.0,1.0,1.0,46.0,8.639615807350102,2.5477283200067857,643872.5756270154
59,61.30682222763451,4.0,3.0,1.0,1918.0,,1.0,30.0,4.813333765356649,5.710175602370232,497402.4778697122
60,131.33258269081608,1.0,1.0,1.0,1967.0,0.0,1.0,40.0,8.976746726779567,10.631547935499864,440991.87974409934
61,147.1693224223705,1.0,2.0,2.0,1989.0,1.0,0.0,34.0,6.743489790234689,10.211235908186762,521898.9177418072
62,117.83725794347396,2.0,2.0,1.0,2001.0,0.0,1.0,,1.3699906305367138,16.41197515353173,525144.7450030036
63,257.1843772879824,4.0,1.0,3.0,1941.0,0.0,0.0,33.0,9.94981369325093,8.091373128080349,695024.310704971
64,139.18833167339733,2.0,3.0,2.0,1931.0,1.0,0.0,47.0,5.272326607539126,9.686888525830174,506038.2887804852
65,120.23362742184518,2.0,1.0,3.0,1938.0,0.0,0.0,37.0,3.9185829640907888,0.2673536651879127,431988.4593272602
66,185.6740207895621,2.0,3.0,1.0,2008.0,1.0,0.0,30.0,6.591137644695265,8.194784728858782,627785.1190329521
67,85.23105624369066,,2.0,1.0,2009.0,1.0,1.0,27.0,1.0889331398103907,12.955484659006842,578817.5463943959
68,250.54924518850996,,3.0,1.0,1935.0,1.0,0.0,45.0,6.365386467533543,0.3101666125318436,685065.8715143484
69,,2.0,2.0,2.0,2003.0,1.0,1.0,44.0,4.98236000499273,5.617639303724875,529467.5992669661
70,296.7217341501293,4.0,1.0,3.0,2000.0,1.0,1.0,18.0,4.066740699985831,4.159127185787799,854304.1271906283
71,243.06119232416435,1.0,1.0,2.0,1996.0,0.0,0.0,47.0,9.530200211788992,0.8397085781917646,627395.3723809031
72,99.6789203835431,4.0,1.0,2.0,1935.0,0.0,1.0,39.0,5.225397167320533,9.58520179829075,511009.6967314686
73,51.3805292809006,5.0,3.0,1.0,1902.0,1.0,0.0,43.0,2.1911747946993843,3.63446586456313,479576.5320025937
74,,3.0,2.0,2.0,1972.0,1.0,0.0,41.0,4.589634793772986,14.861630792627604,667693.000275592
75,226.71433596190428,1.0,1.0,2.0,1907.0,0.0,1.0,12.0,9.193874045726728,16.95855767526697,401169.0709834215
76,232.2517920102468,1.0,1.0,1.0,1996.0,1.0,1.0,12.0,1.7609547133059469,10.911703653382956,557752.8373589888
77,,,,2.0,2022.0,1.0,0.0,37.0,2.139570386882369,19.63414685042283,814846.4537069977
78,68.5111629335226,5.0,1.0,1.0,1969.0,1.0,1.0,,0.1302956775708375,9.009571429411906,562584.0351200991
79,139.61643213606817,2.0,,1.0,1940.0,0.0,1.0,32.0,0.1419004939576718,10.26736420449831,
80,78.96726488128243,3.0,2.0,1.0,2002.0,0.0,1.0,49.0,8.293916269585125,19.784355079155,546908.2680272685
81,265.7758564688984,3.0,2.0,1.0,1967.0,1.0,0.0,20.0,7.321226068429558,4.630968719300976,679084.033352885
82,205.82453170688947,4.0,2.0,2.0,1912.0,1.0,0.0,41.0,3.5504105645195825,18.850918793538103,583738.7201407257
83,132.7245062131623,2.0,2.0,,1948.0,0.0,1.0,45.0,6.983111572275727,0.8567511023822649,503158.7272534358
84,65.88958757150591,2.0,3.0,1.0,1959.0,0.0,1.0,42.0,3.9520592630997022,8.927737805263895,466696.76824151614
85,,2.0,1.0,2.0,1901.0,1.0,1.0,33.0,9.528967959978274,1.4000702426613154,458704.41227121913
86,131.29583050668674,2.0,3.0,2.0,1959.0,1.0,1.0,48.0,9.670526814260349,14.58469485827286,584355.2794725752
87,232.401544584516,3.0,1.0,3.0,1904.0,0.0,1.0,43.0,3.927937758093434,12.168178717600355,
88,209.38936783880328,3.0,3.0,2.0,1943.0,0.0,0.0,37.0,8.54221906340868,14.132685269351928,599520.8777500783
89,271.8031856440816,2.0,2.0,2.0,1926.0,0.0,1.0,46.0,7.730890416974661,7.48960799936034,644419.7272105219
90,168.05373129048732,4.0,1.0,3.0,1931.0,1.0,0.0,16.0,3.0999993717178933,7.389638680627605,546491.1231864408
91,79.89856148457542,1.0,,2.0,1920.0,0.0,1.0,13.0,2.3203982890110595,0.906385579217892,276892.4701358937
92,228.31119680574875,1.0,3.0,2.0,1907.0,1.0,0.0,46.0,,6.998898790592795,
93,240.1962621542244,4.0,3.0,2.0,2001.0,0.0,1.0,10.0,7.813488406144062,18.58576804524119,788180.233051091
94,190.3192993923741,2.0,1.0,2.0,,0.0,0.0,10.0,9.601677847287457,7.58453074360898,488035.8848856402
95,242.74179498864024,3.0,3.0,3.0,1949.0,0.0,1.0,29.0,7.635790688665725,16.6273541244394,715176.7624917962
96,173.4488990910977,1.0,3.0,2.0,,0.0,0.0,28.0,8.5520698501837,16.84651009499868,503480.64487472846
97,180.6832073454985,5.0,3.0,2.0,2017.0,1.0,0.0,38.0,6.030643061705165,7.464823127584676,
98,156.8852545896374,5.0,2.0,3.0,1943.0,1.0,0.0,19.0,8.35407830842126,12.63977360792378,643683.5728946979
99,56.3547816860238,4.0,2.0,1.0,1957.0,,0.0,27.0,7.844208580034176,1.9074320454611728,481420.8082346818
100,76.97285674832611,2.0,3.0,3.0,1902.0,1.0,0.0,37.0,3.769855419262801,2.07357161468553,396497.9479945163
101,57.85729642168357,1.0,3.0,1.0,,0.0,0.0,44.0,5.519903021207211,0.9731532732342664,427818.4486794847
102,209.1026028159451,2.0,,3.0,1969.0,0.0,1.0,40.0,8.047531219896948,11.620301867502189,642579.0941669695
103,128.58899526908166,1.0,2.0,3.0,1901.0,0.0,0.0,36.0,0.4605673418995637,8.521419552521941,299477.8499557709
104,177.1426727911757,4.0,1.0,2.0,1986.0,0.0,1.0,20.0,8.0807928235583,10.960647133284802,648175.9243854118
105,,4.0,1.0,1.0,1943.0,1.0,1.0,47.0,1.7788812404902343,10.421463810167758,730197.480606967
106,112.32305728721876,5.0,2.0,2.0,1901.0,0.0,1.0,14.0,5.14683617121439,7.0040598218146055,570260.3660579699
107,152.59573075890745,2.0,3.0,1.0,2001.0,0.0,1.0,17.0,8.082754395559377,13.549468296469458,605185.1456648157
108,238.88778463576216,5.0,3.0,3.0,1980.0,1.0,1.0,43.0,2.5382107815669483,15.170037618327814,860013.258203935
109,107.1995413729056,2.0,3.0,3.0,1934.0,0.0,0.0,21.0,2.45807439306153,0.2925651775535143,432105.52473497466
110,69.24497745719825,5.0,3.0,1.0,1997.0,0.0,0.0,47.0,4.027643984622519,4.144845995377566,644587.4937557759
111,122.437863228442,3.0,1.0,2.0,1986.0,0.0,0.0,10.0,8.946427975776345,14.264717361666737,499158.97906918
112,90.30532181350112,3.0,2.0,2.0,1929.0,1.0,1.0,40.0,0.0044278143720788,7.732403452676683,456161.2250317206
113,282.42441308564327,3.0,3.0,2.0,2015.0,0.0,0.0,13.0,9.013830966419349,,787131.5696907723
114,252.03009489110423,3.0,1.0,2.0,1907.0,1.0,0.0,14.0,1.5380702464160778,6.939253194691169,547258.0050810596
115,208.35093912760587,1.0,3.0,3.0,1921.0,0.0,0.0,,9.90086376067482,7.815103046592742,527470.1024966585
116,267.8651475469294,3.0,,3.0,1943.0,0.0,0.0,33.0,9.54846993038468,3.1735774737936984,654928.1183587011
117,250.91801922477865,4.0,1.0,3.0,1957.0,1.0,0.0,12.0,4.946751895912833,5.164620393323201,
118,96.64251472150896,4.0,2.0,3.0,1935.0,0.0,1.0,20.0,5.127202478126281,12.108235150151746,503407.65958468255
119,273.13974962249443,1.0,2.0,3.0,1968.0,0.0,0.0,13.0,4.815493402758543,8.663262226303328,596811.6620115916
120,184.83556047891267,3.0,1.0,2.0,1976.0,1.0,1.0,35.0,6.354436456595226,15.486053658891905,627500.8641789245
121,251.86003879101565,3.0,1.0,2.0,1992.0,1.0,1.0,36.0,0.9072170223493105,17.051699098766854,
122,274.02282498087334,3.0,1.0,2.0,1930.0,1.0,1.0,36.0,0.326179483415665,10.832928364335196,674092.4662874369
123,129.50086874296596,5.0,1.0,2.0,1946.0,1.0,1.0,15.0,0.5770292841589886,15.165345841121184,567986.7951541396
124,77.51298113191919,,1.0,3.0,2020.0,1.0,1.0,24.0,4.443653492415144,6.1380902638914,
125,,,1.0,3.0,1954.0,0.0,0.0,39.0,2.755479392194834,,573486.1458273989
126,156.77694715656406,2.0,1.0,3.0,1979.0,1.0,0.0,46.0,6.220395623709938,14.25555352433662,508776.9761491152
127,254.50369148062327,3.0,3.0,1.0,2005.0,0.0,0.0,46.0,9.92442289374779,7.724239856340613,743412.1438891097
128,265.18264581408584,3.0,2.0,2.0,1961.0,0.0,1.0,46.0,3.8632317307646593,11.770098703179777,687695.427037415
129,51.73803263279768,5.0,1.0,2.0,1929.0,0.0,0.0,,5.738412541045133,3.7074555816502297,517538.50301365706
130,177.68682564439143,5.0,3.0,3.0,2020.0,1.0,0.0,32.0,4.156038959073355,11.99542629940996,819696.5255510274
131,154.35275078719474,,3.0,2.0,1954.0,1.0,1.0,15.0,,17.230274144537873,562560.4463334681
132,105.52695261768255,4.0,3.0,2.0,1915.0,0.0,1.0,,9.02236403462238,17.372792796468513,518763.4925441514
133,79.9663418334207,2.0,2.0,3.0,1911.0,1.0,1.0,27.0,8.7735561220526,14.486888126590792,456241.338136998
134,134.403792850907,5.0,1.0,1.0,1916.0,1.0,1.0,18.0,9.743722386792577,14.91506758152252,565358.0531432166
135,285.72742597812976,5.0,3.0,1.0,1915.0,1.0,0.0,38.0,,11.158548903014012,714280.6279418725
136,130.80073300518882,1.0,2.0,1.0,1911.0,1.0,1.0,22.0,8.39816162145531,11.693361803316495,385122.3470563931
137,179.6976554358415,5.0,2.0,3.0,1907.0,0.0,1.0,26.0,7.517721730390932,2.67301162821036,638089.4981910676
138,225.75473972379447,1.0,2.0,2.0,1983.0,0.0,0.0,41.0,2.286944094003648,8.877183768426022,515014.3901029074
139,140.9074005948235,4.0,3.0,3.0,1902.0,1.0,0.0,31.0,9.563200933875276,9.015525677727275,574652.9197614514
140,292.9455206802402,2.0,1.0,3.0,1915.0,0.0,,13.0,1.4817792822994549,19.169956713354804,532249.4070597552
141,290.6118237355278,2.0,3.0,2.0,1929.0,1.0,0.0,14.0,6.795499271339084,8.621737252465788,
142,112.94557395634104,1.0,3.0,1.0,2008.0,,1.0,46.0,2.248902168159125,10.986852898055153,548437.984990651
143,174.31212647309636,2.0,1.0,1.0,1922.0,0.0,1.0,22.0,4.313806487740747,10.66502798558205,419777.3503376158
144,125.21957745419242,5.0,1.0,3.0,1991.0,0.0,0.0,43.0,,12.735234340886542,682189.630583016
145,121.2101235943669,3.0,1.0,1.0,2014.0,0.0,0.0,31.0,5.633246420330467,14.964656626637918,540406.724839883
146,59.2217368386332,1.0,2.0,3.0,2003.0,1.0,1.0,32.0,4.275018313281117,4.5008375234174425,505392.9680143872
147,202.39108349497425,2.0,1.0,3.0,2017.0,0.0,1.0,12.0,3.263384309319872,10.574488381968711,630144.1938724561
148,175.66975580721538,1.0,3.0,2.0,1904.0,1.0,1.0,43.0,8.396596557087904,,486174.2654709545
149,62.86968781249734,1.0,1.0,,1983.0,0.0,0.0,41.0,1.438143503148137,9.262294276750229,280166.11093370203
150,119.66161605915286,3.0,3.0,2.0,2003.0,0.0,1.0,30.0,4.301028765298001,5.56915092747146,644938.3182892204
151,277.06647149166344,5.0,2.0,3.0,2019.0,1.0,,30.0,9.03757571775142,13.09418150712598,960678.274291193
152,109.89047266674312,1.0,3.0,2.0,2007.0,1.0,1.0,20.0,8.458495504599677,16.47534791598246,527479.0191969719
153,86.22371802280577,2.0,3.0,1.0,1964.0,1.0,1.0,48.0,4.009417624730467,1.2628058585478263,547733.4158132545
154,172.36319006939075,4.0,1.0,1.0,2020.0,1.0,1.0,13.0,7.631083636013082,,696835.4553542709
155,296.41261352765014,,1.0,3.0,1929.0,1.0,0.0,10.0,8.231608307088592,16.432958659235425,534963.4121573154
156,,1.0,3.0,3.0,1920.0,1.0,1.0,37.0,8.888874240036298,9.230458551772136,478489.2990271106
157,218.03388685146965,3.0,1.0,2.0,1983.0,,1.0,33.0,5.44505769049228,19.666113136369347,
158,240.4049038321794,5.0,2.0,3.0,1969.0,1.0,1.0,44.0,2.044608860547118,15.734166814146182,821184.1909183044
159,109.4093859980999,4.0,2.0,3.0,1921.0,0.0,1.0,22.0,2.5530907650393164,15.473251297913317,534776.66640091
160,232.05408715296488,2.0,1.0,1.0,1981.0,1.0,0.0,43.0,2.956946740416042,14.956771488241436,583119.8007220611
161,141.9457831798133,4.0,2.0,1.0,1971.0,1.0,0.0,20.0,5.938024808096155,3.01216206436548,579720.468569795
162,208.0764576483949,2.0,1.0,2.0,2002.0,0.0,0.0,45.0,0.3280962412860844,4.344617729060216,554247.3659962818
163,208.3824276902237,5.0,3.0,3.0,1931.0,1.0,1.0,26.0,6.360424687799683,9.2798026292885,783157.1595251702
164,183.94367101868963,2.0,3.0,3.0,1932.0,0.0,1.0,44.0,3.64354238428232,5.280086999189317,576290.4632665591
165,72.57244251360208,3.0,2.0,,2016.0,0.0,0.0,27.0,2.9524180248964216,8.30481944668081,
166,258.82562389730947,3.0,1.0,3.0,1915.0,1.0,0.0,49.0,8.794965707281264,17.769282198458413,634493.1844802111
167,130.19501624293397,3.0,1.0,,1975.0,0.0,0.0,,4.600023955807989,16.486537837585384,457514.7327829617
168,96.62962759996356,3.0,2.0,2.0,1937.0,1.0,1.0,33.0,0.9505304553269278,12.600797569599644,475302.09777242725
169,60.19378538869098,4.0,3.0,1.0,2015.0,0.0,1.0,28.0,8.26746768026247,17.16240788502207,611030.3079872474
170,197.72323579706045,5.0,2.0,3.0,1997.0,0.0,0.0,46.0,0.476412574365066,15.675447780344983,773901.5331320497
171,219.3910904605706,2.0,3.0,2.0,1913.0,0.0,0.0,48.0,7.267492241681967,8.57969863681781,532504.7647876402
172,54.14695723196404,2.0,1.0,1.0,1935.0,1.0,0.0,30.0,7.7390622177066515,4.021303040998903,320014.7071341413
173,178.02326457482025,3.0,3.0,1.0,1996.0,1.0,1.0,17.0,3.526026059288582,10.284020800186784,640696.1813645576
174,106.6239437994845,3.0,2.0,2.0,1922.0,0.0,1.0,37.0,8.247878562777867,14.724577650571003,475921.4484587496
175,211.29319760236243,1.0,1.0,2.0,2013.0,0.0,1.0,14.0,5.156594058564535,8.72839197459186,569188.9415574537
176,93.59160725124786,5.0,2.0,1.0,2008.0,,0.0,26.0,4.632936532727968,13.335438195677945,657068.8876520853
177,222.73443452561648,4.0,2.0,3.0,1965.0,1.0,0.0,,0.4540328146869254,1.8865485258208723,731778.4048766447
178,146.68383657513436,2.0,3.0,1.0,2004.0,0.0,1.0,45.0,2.900291936489059,14.960094727428068,592138.1783812669
179,284.1824971841836,1.0,2.0,2.0,1984.0,0.0,0.0,28.0,9.310099708853,16.25427239786124,593141.0792095345
180,84.3802360364983,,3.0,1.0,1901.0,1.0,1.0,36.0,3.918239632835,14.136757115610823,359989.9570378856
181,135.26658776256463,2.0,1.0,2.0,1990.0,1.0,,43.0,5.467005205567683,19.34527175052731,466936.1487666207
182,78.36838031014727,4.0,3.0,,2020.0,1.0,0.0,20.0,5.320216789842518,16.533041149212806,671524.9998395186
183,281.1734045696407,1.0,,3.0,1972.0,1.0,0.0,21.0,5.904310898226933,18.061874557530764,586653.3218628463
184,269.33483834524526,1.0,3.0,2.0,1964.0,1.0,0.0,30.0,0.6133095564328261,,588398.3471836689
185,114.4854069287889,5.0,,2.0,1974.0,0.0,1.0,20.0,3.6217625479872826,16.02695983747617,610057.2323562407
186,214.9960115085448,4.0,3.0,3.0,1966.0,1.0,,48.0,,13.485176840129984,776835.0443483444
187,254.305550050304,1.0,3.0,2.0,1951.0,0.0,1.0,37.0,2.005602510729829,0.1143716272157857,598404.4761289957
188,188.8002028998656,4.0,1.0,3.0,1961.0,1.0,1.0,14.0,2.0357837754636043,9.316515064462491,636794.9291918874
189,182.4126445890016,,2.0,3.0,,0.0,1.0,26.0,0.1009060668902472,11.42324597244722,488287.2355664341
190,110.46307272511292,3.0,3.0,2.0,1925.0,1.0,0.0,29.0,4.374819266082097,6.080605448959993,495424.8564378359
191,73.2756919514748,1.0,2.0,2.0,1967.0,1.0,1.0,21.0,8.82734380673422,6.362088938069441,434617.4916587671
192,274.3039394883317,5.0,3.0,1.0,1981.0,0.0,,15.0,,19.223188314203306,767053.8629684633
193,275.10451429083264,2.0,3.0,3.0,1954.0,0.0,1.0,26.0,1.9111870949600265,17.834217304054917,636527.379650962
194,208.27536431831695,4.0,2.0,1.0,,1.0,0.0,28.0,3.1008453834275507,16.983580110034083,516038.1296582501
195,,,3.0,2.0,1934.0,1.0,0.0,35.0,7.317247365642129,8.120236034122213,493341.2543801494
196,137.3023936531652,1.0,2.0,1.0,1921.0,1.0,1.0,41.0,6.4063559280258655,0.2739710081782909,423506.5285534888
197,231.48891971755984,4.0,3.0,3.0,,1.0,0.0,15.0,4.159439045818551,1.6044449291142815,693249.7351401452
198,274.27756498814426,3.0,1.0,1.0,1914.0,,1.0,45.0,7.590689392583757,6.243927364352073,666645.8481900442
199,271.77160606627933,2.0,2.0,3.0,1985.0,0.0,1.0,47.0,6.096310116569019,0.3148582599135396,762589.6291713811
200,244.96888646440595,1.0,3.0,2.0,1959.0,0.0,0.0,20.0,8.96040799657219,0.3429956383039623,556587.3503528038
201,210.50791153857196,5.0,3.0,2.0,2000.0,1.0,1.0,42.0,8.18026749138693,18.33206603284822,885909.2152756948
202,71.03499124876221,4.0,1.0,3.0,2015.0,0.0,0.0,33.0,2.5281360608920056,14.123170042381082,511600.54608573904
203,90.40717852365344,2.0,2.0,2.0,2005.0,0.0,0.0,32.0,2.7143857763420023,6.179119801363053,529703.7542428804
204,274.63854713176977,2.0,3.0,2.0,1911.0,0.0,1.0,24.0,,2.6528915520190632,622106.8516600628
205,201.60726491489748,3.0,1.0,2.0,2010.0,1.0,0.0,36.0,3.369647257174565,10.232714357901544,637795.4342421652
206,52.29926290415741,3.0,3.0,2.0,1948.0,0.0,0.0,20.0,9.995439187190945,0.1069232170872891,481711.1436406397
207,75.36788571650803,5.0,2.0,3.0,1941.0,1.0,1.0,26.0,4.05751168615061,18.76827487716288,567600.5078307528
208,215.87544227701397,5.0,3.0,1.0,1937.0,0.0,1.0,23.0,2.204884346891064,8.296302387778944,700016.1150344276
209,51.265395961554674,1.0,,1.0,1981.0,1.0,0.0,,7.62482884475553,8.046699104746654,417122.88132578967
210,90.20201285437466,1.0,3.0,2.0,1944.0,0.0,0.0,27.0,5.42471003462656,7.811872151635644,358006.55093638826
211,187.1834473416465,5.0,3.0,1.0,1934.0,1.0,1.0,37.0,1.4960144952695251,,710519.2368759664
212,222.9737994231733,5.0,1.0,1.0,1929.0,,0.0,13.0,3.8068968116086577,12.76644479583653,591635.6443733551
213,212.9903148756501,4.0,1.0,,1987.0,0.0,0.0,16.0,4.144697155393433,14.660072392567066,598258.9214811304
214,106.06732736513996,3.0,2.0,2.0,2005.0,1.0,0.0,44.0,7.538297005692186,13.522507951765803,581050.851572136
215,228.044805336884,1.0,1.0,1.0,1929.0,1.0,0.0,18.0,0.2067136889190446,2.768709866587886,386204.0655283092
216,109.3122718742,3.0,1.0,3.0,1977.0,1.0,0.0,17.0,2.690196467983105,11.576803360711851,519256.26280390425
217,131.34992453981693,3.0,2.0,2.0,1905.0,1.0,0.0,26.0,5.17596301315522,11.389689683445075,429308.1053095775
218,236.622851279506,5.0,1.0,3.0,1966.0,1.0,0.0,26.0,,17.368215758827642,685888.3394530899
219,212.40822476180367,4.0,,1.0,1979.0,1.0,1.0,42.0,6.284340474189989,7.582553167512939,735994.9143940476
220,262.3058526235445,2.0,2.0,2.0,1906.0,1.0,1.0,41.0,4.818674792746166,7.429718873188684,608932.1959276847
221,214.40322307508583,4.0,2.0,3.0,1951.0,1.0,1.0,17.0,3.617102548595806,12.370541174363712,717337.6745883166
222,192.0771508338679,4.0,2.0,2.0,1913.0,0.0,1.0,28.0,9.492086268705124,12.66145306999026,630036.3405213462
223,73.41869195702311,3.0,3.0,1.0,1972.0,0.0,1.0,47.0,6.321594991864574,9.385704546515807,590004.3557620827
224,141.92895076485837,4.0,3.0,3.0,1914.0,1.0,0.0,12.0,1.2994137226794122,8.861187246608422,540582.8495511749
225,116.30059192043136,1.0,2.0,,1920.0,,0.0,14.0,5.600916974433955,9.882953412757654,299387.1163871756
226,110.9974108447709,3.0,2.0,1.0,1934.0,0.0,0.0,22.0,7.80731853200901,17.22090599006624,424012.947539926
227,293.2526386881114,1.0,2.0,2.0,1965.0,0.0,0.0,40.0,7.0848969749279735,9.2233380250782,584350.3550549987
